Date,Year,Month,Day,Day_of_Week,Season,AQI,AQI_Category,PM2_5,PM10,NO2,SO2,CO,O3,Data_Source
2024-02-16,2024,2,16,Friday,Winter,143,Moderate,52.7,81.8,20.3,8.0,1.32,25.6,APPCB_measured
2024-02-17,2024,2,17,Saturday,Winter,111,Moderate,39.7,59.7,14.3,6.5,1.05,26.5,APPCB_measured
2024-02-18,2024,2,18,Sunday,Winter,115,Moderate,41.3,60.6,14.5,6.9,0.96,25.0,APPCB_measured
2024-02-19,2024,2,19,Monday,Winter,126,Moderate,45.6,62.7,18.1,6.1,1.19,24.1,APPCB_measured
2024-02-20,2024,2,20,Tuesday,Winter,123,Moderate,44.3,64.9,15.2,6.4,1.14,22.8,APPCB_measured
2024-02-21,2024,2,21,Wednesday,Winter,134,Moderate,49.1,66.1,17.7,8.1,1.16,23.0,APPCB_measured
2024-02-22,2024,2,22,Thursday,Winter,127,Moderate,46.0,64.8,19.1,6.7,1.21,27.0,APPCB_measured
2024-02-23,2024,2,23,Friday,Winter,111,Moderate,39.6,61.7,14.8,6.9,0.88,25.9,APPCB_measured
2024-02-24,2024,2,24,Saturday,Winter,75,Satisfactory,23.5,33.7,9.3,3.8,0.51,23.3,APPCB_measured
2024-02-25,2024,2,25,Sunday,Winter,69,Satisfactory,20.7,31.1,8.9,3.4,0.56,26.0,APPCB_measured
2024-02-26,2024,2,26,Monday,Winter,79,Satisfactory,25.2,34.5,10.3,4.0,0.55,24.3,APPCB_measured
2024-02-27,2024,2,27,Tuesday,Winter,97,Satisfactory,34.2,50.0,12.9,5.2,0.78,24.3,APPCB_measured
2024-02-28,2024,2,28,Wednesday,Winter,89,Satisfactory,30.3,41.1,12.4,4.5,0.8,26.8,APPCB_measured
2024-02-29,2024,2,29,Thursday,Winter,120,Moderate,43.2,64.7,16.5,7.4,0.99,25.9,APPCB_measured
2024-03-01,2024,3,1,Friday,Summer,115,Moderate,41.1,61.4,15.0,7.0,1.11,28.9,APPCB_measured
2024-03-02,2024,3,2,Saturday,Summer,126,Moderate,45.6,69.3,19.2,6.8,1.27,28.7,APPCB_measured
2024-03-03,2024,3,3,Sunday,Summer,126,Moderate,45.6,65.5,16.5,7.5,1.1,32.0,APPCB_measured
2024-03-04,2024,3,4,Monday,Summer,126,Moderate,45.6,69.1,17.5,6.4,1.06,29.5,APPCB_measured
2024-03-05,2024,3,5,Tuesday,Summer,134,Moderate,48.8,74.3,19.7,8.2,1.1,29.8,APPCB_measured
2024-03-06,2024,3,6,Wednesday,Summer,103,Moderate,36.3,56.3,15.1,5.6,0.98,31.6,APPCB_measured
2024-03-07,2024,3,7,Thursday,Summer,91,Satisfactory,31.2,51.9,11.4,4.4,0.85,31.8,APPCB_measured
2024-03-08,2024,3,8,Friday,Summer,100,Satisfactory,35.3,52.5,12.5,5.4,0.96,30.1,APPCB_measured
2024-03-09,2024,3,9,Saturday,Summer,78,Satisfactory,24.9,37.7,8.8,3.8,0.66,32.8,APPCB_measured
2024-03-10,2024,3,10,Sunday,Summer,80,Satisfactory,25.7,36.7,11.3,4.6,0.7,29.7,APPCB_measured
2024-03-11,2024,3,11,Monday,Summer,106,Moderate,37.7,56.4,13.5,5.7,0.9,29.9,APPCB_measured
2024-03-12,2024,3,12,Tuesday,Summer,132,Moderate,48.2,74.2,17.2,9.0,1.36,31.7,APPCB_measured
2024-03-13,2024,3,13,Wednesday,Summer,138,Moderate,50.7,78.9,22.5,7.2,1.25,28.4,APPCB_measured
2024-03-14,2024,3,14,Thursday,Summer,120,Moderate,43.2,62.9,17.8,7.7,1.12,27.9,APPCB_measured
2024-03-15,2024,3,15,Friday,Summer,122,Moderate,44.2,69.8,17.2,7.6,1.06,29.1,APPCB_measured
2024-03-16,2024,3,16,Saturday,Summer,102,Moderate,35.9,53.6,14.3,6.6,0.96,27.4,APPCB_measured
2024-03-17,2024,3,17,Sunday,Summer,68,Satisfactory,20.0,28.5,8.3,3.2,0.46,32.7,APPCB_measured
2024-03-18,2024,3,18,Monday,Summer,78,Satisfactory,24.8,36.7,9.9,4.3,0.57,28.6,APPCB_measured
2024-03-19,2024,3,19,Tuesday,Summer,105,Moderate,37.3,57.3,15.1,6.0,0.85,28.0,APPCB_measured
2024-03-20,2024,3,20,Wednesday,Summer,95,Satisfactory,33.0,48.6,11.8,6.0,0.94,31.8,APPCB_measured
2024-03-21,2024,3,21,Thursday,Summer,107,Moderate,38.0,56.3,16.9,5.7,1.07,33.0,APPCB_measured
2024-03-22,2024,3,22,Friday,Summer,98,Satisfactory,34.4,57.3,14.0,5.2,0.86,30.6,APPCB_measured
2024-03-23,2024,3,23,Saturday,Summer,78,Satisfactory,25.1,39.6,11.2,3.7,0.68,32.4,APPCB_measured
2024-03-24,2024,3,24,Sunday,Summer,91,Satisfactory,31.2,51.8,12.5,5.8,0.84,28.0,APPCB_measured
2024-03-25,2024,3,25,Monday,Summer,101,Moderate,35.6,56.9,13.4,6.1,0.94,28.0,APPCB_measured
2024-03-26,2024,3,26,Tuesday,Summer,122,Moderate,44.0,71.0,17.6,6.1,0.99,29.1,APPCB_measured
2024-03-27,2024,3,27,Wednesday,Summer,117,Moderate,42.0,62.1,17.3,6.3,1.02,32.1,APPCB_measured
2024-03-28,2024,3,28,Thursday,Summer,93,Satisfactory,31.9,46.1,12.5,4.5,0.81,31.0,APPCB_measured
2024-03-29,2024,3,29,Friday,Summer,105,Moderate,37.1,55.4,14.5,6.8,1.06,27.3,APPCB_measured
2024-03-30,2024,3,30,Saturday,Summer,103,Moderate,36.2,54.8,14.1,6.4,1.01,32.7,APPCB_measured
2024-03-31,2024,3,31,Sunday,Summer,91,Satisfactory,31.0,46.8,13.3,4.7,0.8,29.2,APPCB_measured
2024-04-01,2024,4,1,Monday,Summer,90,Satisfactory,30.7,45.8,11.4,5.4,0.74,35.0,APPCB_measured
2024-04-02,2024,4,2,Tuesday,Summer,104,Moderate,36.6,52.7,13.0,5.1,1.06,33.5,APPCB_measured
2024-04-03,2024,4,3,Wednesday,Summer,119,Moderate,43.0,67.8,16.9,6.8,1.15,36.8,APPCB_measured
2024-04-04,2024,4,4,Thursday,Summer,112,Moderate,39.8,60.5,17.4,7.0,1.16,34.4,APPCB_measured
2024-04-05,2024,4,5,Friday,Summer,117,Moderate,41.8,64.8,16.7,5.9,1.14,32.8,APPCB_measured
2024-04-06,2024,4,6,Saturday,Summer,98,Satisfactory,34.3,56.4,12.8,4.6,0.82,38.1,APPCB_measured
2024-04-07,2024,4,7,Sunday,Summer,94,Satisfactory,32.6,50.0,14.0,5.6,0.83,36.4,APPCB_measured
2024-04-08,2024,4,8,Monday,Summer,102,Moderate,36.1,57.5,13.2,6.2,0.97,33.5,APPCB_measured
2024-04-09,2024,4,9,Tuesday,Summer,123,Moderate,44.6,64.2,16.2,7.5,1.05,34.4,APPCB_measured
2024-04-10,2024,4,10,Wednesday,Summer,134,Moderate,48.9,70.6,21.8,7.0,1.24,33.6,APPCB_measured
2024-04-11,2024,4,11,Thursday,Summer,119,Moderate,42.9,61.4,18.1,7.6,1.07,36.1,APPCB_measured
2024-04-12,2024,4,12,Friday,Summer,89,Satisfactory,30.4,49.9,11.9,4.4,0.78,36.5,APPCB_measured
2024-04-13,2024,4,13,Saturday,Summer,97,Satisfactory,34.1,50.3,13.2,5.9,0.98,38.4,APPCB_measured
2024-04-14,2024,4,14,Sunday,Summer,113,Moderate,40.5,61.9,16.6,6.6,0.97,35.3,APPCB_measured
2024-04-15,2024,4,15,Monday,Summer,109,Moderate,38.9,57.3,16.6,6.2,1.15,31.8,APPCB_measured
2024-04-16,2024,4,16,Tuesday,Summer,115,Moderate,41.0,64.8,15.6,6.8,1.16,32.2,APPCB_measured
2024-04-17,2024,4,17,Wednesday,Summer,119,Moderate,42.9,66.8,16.6,7.5,1.23,36.4,APPCB_measured
2024-04-18,2024,4,18,Thursday,Summer,117,Moderate,42.0,64.9,18.5,6.9,1.18,37.5,APPCB_measured
2024-04-19,2024,4,19,Friday,Summer,100,Satisfactory,35.4,57.8,13.1,5.3,0.91,38.3,APPCB_measured
2024-04-20,2024,4,20,Saturday,Summer,92,Satisfactory,31.4,50.4,13.2,5.0,0.93,35.0,APPCB_measured
2024-04-21,2024,4,21,Sunday,Summer,88,Satisfactory,29.5,43.4,12.6,4.9,0.76,31.7,APPCB_measured
2024-04-22,2024,4,22,Monday,Summer,108,Moderate,38.4,55.1,16.1,6.8,1.01,33.1,APPCB_measured
2024-04-23,2024,4,23,Tuesday,Summer,108,Moderate,38.5,62.9,15.6,6.8,0.92,35.0,APPCB_measured
2024-04-24,2024,4,24,Wednesday,Summer,121,Moderate,43.8,72.1,16.2,7.4,1.18,34.3,APPCB_measured
2024-04-25,2024,4,25,Thursday,Summer,111,Moderate,39.6,65.2,14.5,5.8,1.0,37.6,APPCB_measured
2024-04-26,2024,4,26,Friday,Summer,96,Satisfactory,33.7,54.9,12.7,5.4,0.91,37.3,APPCB_measured
2024-04-27,2024,4,27,Saturday,Summer,110,Moderate,39.1,56.1,16.3,5.3,1.05,33.5,APPCB_measured
2024-04-28,2024,4,28,Sunday,Summer,105,Moderate,37.2,56.5,15.3,5.5,1.05,34.3,APPCB_measured
2024-04-29,2024,4,29,Monday,Summer,90,Satisfactory,30.8,50.1,11.7,4.7,0.86,33.8,APPCB_measured
2024-04-30,2024,4,30,Tuesday,Summer,112,Moderate,40.1,61.1,17.8,6.5,1.11,35.9,APPCB_measured
2024-05-01,2024,5,1,Wednesday,Summer,120,Moderate,43.2,67.3,18.1,6.0,1.18,36.3,APPCB_measured
2024-05-02,2024,5,2,Thursday,Summer,112,Moderate,40.0,68.0,14.2,6.4,1.07,41.6,APPCB_measured
2024-05-03,2024,5,3,Friday,Summer,92,Satisfactory,31.4,48.8,13.1,5.3,0.89,36.8,APPCB_measured
2024-05-04,2024,5,4,Saturday,Summer,93,Satisfactory,32.3,49.1,11.8,5.1,0.88,36.4,APPCB_measured
2024-05-05,2024,5,5,Sunday,Summer,151,Moderate,56.0,95.0,22.7,7.7,1.46,41.4,APPCB_measured
2024-05-06,2024,5,6,Monday,Summer,94,Satisfactory,32.5,48.0,13.1,5.3,0.97,36.2,APPCB_measured
2024-05-07,2024,5,7,Tuesday,Summer,66,Satisfactory,19.2,32.6,7.1,3.2,0.58,38.8,APPCB_measured
2024-05-08,2024,5,8,Wednesday,Summer,114,Moderate,40.8,62.1,16.5,7.1,1.31,35.0,APPCB_measured
2024-05-09,2024,5,9,Thursday,Summer,75,Satisfactory,23.4,39.6,9.8,4.1,0.63,38.7,APPCB_measured
2024-05-10,2024,5,10,Friday,Summer,75,Satisfactory,23.7,38.5,9.1,3.2,0.7,36.1,APPCB_measured
2024-05-11,2024,5,11,Saturday,Summer,66,Satisfactory,19.3,32.7,7.4,3.4,0.52,39.3,APPCB_measured
2024-05-12,2024,5,12,Sunday,Summer,69,Satisfactory,20.8,30.8,7.2,3.2,0.54,39.9,APPCB_measured
2024-05-13,2024,5,13,Monday,Summer,72,Satisfactory,22.1,34.5,8.2,3.4,0.67,34.3,APPCB_measured
2024-05-14,2024,5,14,Tuesday,Summer,112,Moderate,39.8,64.0,16.2,5.8,1.21,34.9,APPCB_measured
2024-05-15,2024,5,15,Wednesday,Summer,64,Satisfactory,18.1,30.3,7.6,2.4,0.49,35.8,APPCB_measured
2024-05-16,2024,5,16,Thursday,Summer,41,Good,9.8,14.8,3.5,1.5,0.3,38.8,APPCB_measured
2024-05-17,2024,5,17,Friday,Summer,63,Satisfactory,18.0,26.5,7.9,3.1,0.56,40.5,APPCB_measured
2024-05-18,2024,5,18,Saturday,Summer,45,Good,10.8,17.2,4.0,1.8,0.33,39.8,APPCB_measured
2024-05-19,2024,5,19,Sunday,Summer,51,Satisfactory,12.1,17.8,4.6,2.2,0.36,38.3,APPCB_measured
2024-05-20,2024,5,20,Monday,Summer,58,Satisfactory,15.3,23.6,6.6,2.5,0.47,37.7,APPCB_measured
2024-05-21,2024,5,21,Tuesday,Summer,51,Satisfactory,12.3,18.6,5.1,1.9,0.35,39.1,APPCB_measured
2024-05-22,2024,5,22,Wednesday,Summer,30,Good,7.1,10.4,3.0,1.1,0.3,34.4,APPCB_measured
2024-05-23,2024,5,23,Thursday,Summer,31,Good,7.4,11.7,2.6,1.2,0.3,35.0,APPCB_measured
2024-05-24,2024,5,24,Friday,Summer,41,Good,9.8,15.3,4.0,1.4,0.3,35.4,APPCB_measured
2024-05-25,2024,5,25,Saturday,Summer,120,Moderate,43.4,65.1,17.8,7.6,1.35,39.4,APPCB_measured
2024-05-26,2024,5,26,Sunday,Summer,163,Moderate,78.0,119.0,29.4,11.4,2.27,38.3,APPCB_measured
2024-05-27,2024,5,27,Monday,Summer,160,Moderate,73.5,113.3,31.3,12.6,2.03,41.1,APPCB_measured
2024-05-28,2024,5,28,Tuesday,Summer,152,Moderate,58.1,89.2,22.1,9.2,1.86,40.9,APPCB_measured
2024-05-29,2024,5,29,Wednesday,Summer,148,Moderate,54.6,84.7,21.8,8.6,1.46,40.7,APPCB_measured
2024-05-30,2024,5,30,Thursday,Summer,152,Moderate,56.6,94.2,24.3,9.6,1.61,38.8,APPCB_measured
2024-05-31,2024,5,31,Friday,Summer,102,Moderate,36.0,58.4,13.1,6.0,0.97,35.1,APPCB_measured
2024-06-01,2024,6,1,Saturday,Monsoon,71,Satisfactory,21.4,30.8,8.4,3.6,0.6,26.1,APPCB_measured
2024-06-02,2024,6,2,Sunday,Monsoon,88,Satisfactory,29.5,42.5,10.2,5.1,0.78,27.2,APPCB_measured
2024-06-03,2024,6,3,Monday,Monsoon,94,Satisfactory,32.7,51.3,12.6,4.7,0.82,27.4,Interpolated_from_baseline
2024-06-04,2024,6,4,Tuesday,Monsoon,110,Moderate,39.2,58.5,16.3,6.3,1.12,27.5,APPCB_measured
2024-06-05,2024,6,5,Wednesday,Monsoon,118,Moderate,42.5,66.8,16.7,7.0,1.1,28.0,APPCB_measured
2024-06-06,2024,6,6,Thursday,Monsoon,89,Satisfactory,30.4,50.3,11.8,4.8,0.78,28.6,APPCB_measured
2024-06-07,2024,6,7,Friday,Monsoon,83,Satisfactory,27.1,41.2,9.3,4.5,0.71,27.4,APPCB_measured
2024-06-08,2024,6,8,Saturday,Monsoon,92,Satisfactory,31.5,46.9,11.8,4.8,0.78,29.6,APPCB_measured
2024-06-09,2024,6,9,Sunday,Monsoon,87,Satisfactory,29.0,45.1,11.0,4.7,0.85,26.6,APPCB_measured
2024-06-10,2024,6,10,Monday,Monsoon,88,Satisfactory,29.7,48.1,11.2,5.1,0.9,29.9,APPCB_measured
2024-06-11,2024,6,11,Tuesday,Monsoon,115,Moderate,41.1,62.5,16.5,6.3,1.07,30.0,APPCB_measured
2024-06-12,2024,6,12,Wednesday,Monsoon,135,Moderate,49.3,76.6,16.6,7.4,1.49,30.2,APPCB_measured
2024-06-13,2024,6,13,Thursday,Monsoon,125,Moderate,45.3,65.9,18.5,6.8,1.29,30.6,APPCB_measured
2024-06-14,2024,6,14,Friday,Monsoon,117,Moderate,41.8,66.9,14.1,6.3,1.26,27.6,APPCB_measured
2024-06-15,2024,6,15,Saturday,Monsoon,115,Moderate,41.1,64.8,14.8,5.9,1.11,27.3,APPCB_measured
2024-06-16,2024,6,16,Sunday,Monsoon,103,Moderate,36.3,55.5,13.5,6.1,1.06,29.2,APPCB_measured
2024-06-17,2024,6,17,Monday,Monsoon,94,Satisfactory,32.4,46.6,11.3,5.3,0.91,25.2,Interpolated_from_baseline
2024-06-18,2024,6,18,Tuesday,Monsoon,124,Moderate,45.0,73.4,17.1,6.1,1.35,28.5,APPCB_measured
2024-06-19,2024,6,19,Wednesday,Monsoon,108,Moderate,38.3,62.3,15.4,6.0,0.98,29.0,APPCB_measured
2024-06-20,2024,6,20,Thursday,Monsoon,122,Moderate,44.2,71.7,15.3,6.3,1.36,29.4,APPCB_measured
2024-06-21,2024,6,21,Friday,Monsoon,127,Moderate,45.9,74.7,17.6,7.5,1.41,28.4,APPCB_measured
2024-06-22,2024,6,22,Saturday,Monsoon,82,Satisfactory,27.0,39.9,10.1,4.5,0.72,26.3,APPCB_measured
2024-06-23,2024,6,23,Sunday,Monsoon,85,Satisfactory,28.4,42.5,9.9,4.3,0.88,28.0,APPCB_measured
2024-06-24,2024,6,24,Monday,Monsoon,99,Satisfactory,35.0,51.0,13.7,5.3,1.06,28.9,APPCB_measured
2024-06-25,2024,6,25,Tuesday,Monsoon,83,Satisfactory,27.5,41.4,10.8,4.0,0.85,28.8,APPCB_measured
2024-06-26,2024,6,26,Wednesday,Monsoon,93,Satisfactory,32.1,48.3,11.1,5.3,0.84,28.5,APPCB_measured
2024-06-27,2024,6,27,Thursday,Monsoon,75,Satisfactory,23.6,37.8,9.5,4.0,0.71,26.3,APPCB_measured
2024-06-28,2024,6,28,Friday,Monsoon,75,Satisfactory,23.7,38.2,8.6,3.6,0.59,26.7,APPCB_measured
2024-06-29,2024,6,29,Saturday,Monsoon,98,Satisfactory,34.3,56.8,12.1,5.5,0.86,28.9,APPCB_measured
2024-06-30,2024,6,30,Sunday,Monsoon,88,Satisfactory,29.8,49.5,12.2,4.4,0.92,30.8,APPCB_measured
2024-07-01,2024,7,1,Monday,Monsoon,94,Satisfactory,32.7,51.8,11.0,4.8,0.84,20.2,APPCB_measured
2024-07-02,2024,7,2,Tuesday,Monsoon,120,Moderate,43.2,63.0,16.3,6.7,1.34,24.2,APPCB_measured
2024-07-03,2024,7,3,Wednesday,Monsoon,103,Moderate,36.3,50.4,12.7,4.6,0.92,21.4,APPCB_measured
2024-07-04,2024,7,4,Thursday,Monsoon,126,Moderate,45.8,69.4,15.6,6.8,1.22,19.9,APPCB_measured
2024-07-05,2024,7,5,Friday,Monsoon,129,Moderate,47.0,71.9,17.8,5.8,1.45,22.5,APPCB_measured
2024-07-06,2024,7,6,Saturday,Monsoon,111,Moderate,39.4,60.3,15.3,5.8,1.15,24.2,APPCB_measured
2024-07-07,2024,7,7,Sunday,Monsoon,97,Satisfactory,33.9,50.4,12.7,4.7,0.91,22.4,APPCB_measured
2024-07-08,2024,7,8,Monday,Monsoon,109,Moderate,38.9,62.4,13.4,5.6,1.03,24.2,APPCB_measured
2024-07-09,2024,7,9,Tuesday,Monsoon,106,Moderate,37.4,57.4,14.3,5.7,1.09,20.0,APPCB_measured
2024-07-10,2024,7,10,Wednesday,Monsoon,81,Satisfactory,26.6,41.0,9.9,3.7,0.84,20.5,APPCB_measured
2024-07-11,2024,7,11,Thursday,Monsoon,117,Moderate,42.0,64.9,15.7,6.3,1.14,20.5,APPCB_measured
2024-07-12,2024,7,12,Friday,Monsoon,127,Moderate,46.0,70.1,15.2,7.0,1.3,22.7,APPCB_measured
2024-07-13,2024,7,13,Saturday,Monsoon,87,Satisfactory,29.0,41.2,9.2,4.5,0.85,22.9,APPCB_measured
2024-07-14,2024,7,14,Sunday,Monsoon,65,Satisfactory,18.6,29.3,7.4,2.7,0.53,21.6,APPCB_measured
2024-07-15,2024,7,15,Monday,Monsoon,72,Satisfactory,21.9,33.2,7.4,3.5,0.64,22.4,APPCB_measured
2024-07-16,2024,7,16,Tuesday,Monsoon,100,Satisfactory,35.2,49.0,11.2,4.9,0.91,22.5,APPCB_measured
2024-07-17,2024,7,17,Wednesday,Monsoon,87,Satisfactory,29.3,46.6,10.9,3.8,0.91,23.7,APPCB_measured
2024-07-18,2024,7,18,Thursday,Monsoon,70,Satisfactory,21.0,32.7,7.1,3.3,0.67,19.9,APPCB_measured
2024-07-19,2024,7,19,Friday,Monsoon,47,Good,11.3,17.3,4.5,1.6,0.35,20.1,APPCB_measured
2024-07-20,2024,7,20,Saturday,Monsoon,40,Good,9.5,13.3,3.8,1.5,0.3,23.9,APPCB_measured
2024-07-21,2024,7,21,Sunday,Monsoon,52,Satisfactory,12.4,18.3,4.0,1.6,0.33,21.9,APPCB_measured
2024-07-22,2024,7,22,Monday,Monsoon,58,Satisfactory,15.3,21.5,5.0,2.0,0.49,23.1,APPCB_measured
2024-07-23,2024,7,23,Tuesday,Monsoon,91,Satisfactory,31.1,46.2,10.5,4.8,0.85,21.1,APPCB_measured
2024-07-24,2024,7,24,Wednesday,Monsoon,83,Satisfactory,27.4,38.7,9.2,3.7,0.82,20.1,APPCB_measured
2024-07-25,2024,7,25,Thursday,Monsoon,78,Satisfactory,24.9,39.2,8.1,3.4,0.77,20.5,APPCB_measured
2024-07-26,2024,7,26,Friday,Monsoon,76,Satisfactory,24.1,36.1,8.2,3.5,0.74,20.4,APPCB_measured
2024-07-27,2024,7,27,Saturday,Monsoon,76,Satisfactory,24.1,36.2,7.9,3.6,0.65,21.9,APPCB_measured
2024-07-28,2024,7,28,Sunday,Monsoon,106,Moderate,37.5,55.9,12.8,5.9,0.96,21.6,APPCB_measured
2024-07-29,2024,7,29,Monday,Monsoon,123,Moderate,44.3,68.8,16.1,6.6,1.35,23.6,APPCB_measured
2024-07-30,2024,7,30,Tuesday,Monsoon,97,Satisfactory,34.0,51.3,13.1,5.6,1.06,21.4,APPCB_measured
2024-07-31,2024,7,31,Wednesday,Monsoon,111,Moderate,39.4,59.0,14.9,5.6,1.12,23.5,APPCB_measured
2024-08-01,2024,8,1,Thursday,Monsoon,107,Moderate,38.0,60.3,13.6,4.8,1.13,21.0,APPCB_measured
2024-08-02,2024,8,2,Friday,Monsoon,99,Satisfactory,34.8,49.7,14.1,4.2,1.06,20.3,APPCB_measured
2024-08-03,2024,8,3,Saturday,Monsoon,88,Satisfactory,29.8,45.7,10.2,4.0,0.87,20.6,APPCB_measured
2024-08-04,2024,8,4,Sunday,Monsoon,95,Satisfactory,33.2,50.4,11.3,4.1,0.93,18.7,APPCB_measured
2024-08-05,2024,8,5,Monday,Monsoon,114,Moderate,40.7,59.0,16.5,6.2,1.24,18.6,APPCB_measured
2024-08-06,2024,8,6,Tuesday,Monsoon,103,Moderate,36.2,56.9,12.9,4.2,1.1,21.4,APPCB_measured
2024-08-07,2024,8,7,Wednesday,Monsoon,87,Satisfactory,29.0,41.2,11.1,3.5,0.81,21.5,APPCB_measured
2024-08-08,2024,8,8,Thursday,Monsoon,80,Satisfactory,26.0,37.5,8.4,3.9,0.83,20.5,APPCB_measured
2024-08-09,2024,8,9,Friday,Monsoon,114,Moderate,40.8,57.8,14.8,5.2,1.1,19.9,APPCB_measured
2024-08-10,2024,8,10,Saturday,Monsoon,122,Moderate,44.0,61.1,15.3,5.4,1.24,21.6,APPCB_measured
2024-08-11,2024,8,11,Sunday,Monsoon,99,Satisfactory,35.1,52.4,13.7,4.2,1.05,19.7,APPCB_measured
2024-08-12,2024,8,12,Monday,Monsoon,88,Satisfactory,29.5,46.6,10.0,3.4,0.82,19.4,Interpolated_from_baseline
2024-08-13,2024,8,13,Tuesday,Monsoon,104,Moderate,36.7,55.1,13.8,5.5,1.1,20.0,Interpolated_from_baseline
2024-08-14,2024,8,14,Wednesday,Monsoon,85,Satisfactory,28.3,39.3,10.5,3.7,0.92,18.6,APPCB_measured
2024-08-15,2024,8,15,Thursday,Monsoon,76,Satisfactory,24.0,35.7,8.2,2.8,0.76,18.4,APPCB_measured
2024-08-16,2024,8,16,Friday,Monsoon,73,Satisfactory,22.4,32.4,7.6,2.9,0.72,19.6,APPCB_measured
2024-08-17,2024,8,17,Saturday,Monsoon,83,Satisfactory,27.3,38.5,10.7,3.4,0.85,20.3,APPCB_measured
2024-08-18,2024,8,18,Sunday,Monsoon,76,Satisfactory,24.0,35.4,7.9,2.7,0.78,20.1,APPCB_measured
2024-08-19,2024,8,19,Monday,Monsoon,76,Satisfactory,23.8,34.2,8.4,2.7,0.79,20.7,APPCB_measured
2024-08-20,2024,8,20,Tuesday,Monsoon,67,Satisfactory,19.5,28.2,7.3,2.7,0.56,21.4,APPCB_measured
2024-08-21,2024,8,21,Wednesday,Monsoon,61,Satisfactory,16.9,26.9,6.6,2.1,0.48,21.9,APPCB_measured
2024-08-22,2024,8,22,Thursday,Monsoon,71,Satisfactory,21.6,33.5,8.3,3.0,0.72,19.2,APPCB_measured
2024-08-23,2024,8,23,Friday,Monsoon,93,Satisfactory,32.2,45.0,11.6,4.0,0.93,21.3,APPCB_measured
2024-08-24,2024,8,24,Saturday,Monsoon,78,Satisfactory,25.0,35.6,8.9,3.8,0.67,18.4,APPCB_measured
2024-08-25,2024,8,25,Sunday,Monsoon,85,Satisfactory,28.4,43.2,9.5,4.3,0.84,20.0,APPCB_measured
2024-08-26,2024,8,26,Monday,Monsoon,85,Satisfactory,28.4,42.4,10.8,4.1,0.9,20.3,APPCB_measured
2024-08-27,2024,8,27,Tuesday,Monsoon,109,Moderate,38.7,61.0,15.1,4.5,1.02,18.8,APPCB_measured
2024-08-28,2024,8,28,Wednesday,Monsoon,126,Moderate,45.7,67.6,16.4,6.8,1.5,21.6,APPCB_measured
2024-08-29,2024,8,29,Thursday,Monsoon,79,Satisfactory,25.2,39.0,8.7,3.0,0.7,19.4,APPCB_measured
2024-08-30,2024,8,30,Friday,Monsoon,64,Satisfactory,18.1,28.6,6.0,2.6,0.55,19.2,APPCB_measured
2024-08-31,2024,8,31,Saturday,Monsoon,35,Good,8.5,12.3,3.2,1.1,0.3,18.5,APPCB_measured
2024-09-01,2024,9,1,Sunday,Post-Monsoon,36,Good,8.6,13.6,3.1,1.3,0.3,23.9,APPCB_measured
2024-09-02,2024,9,2,Monday,Post-Monsoon,87,Satisfactory,29.1,43.7,11.2,4.7,0.81,21.2,APPCB_measured
2024-09-03,2024,9,3,Tuesday,Post-Monsoon,91,Satisfactory,31.1,48.6,12.4,3.9,0.9,21.8,APPCB_measured
2024-09-04,2024,9,4,Wednesday,Post-Monsoon,85,Satisfactory,28.1,45.0,9.7,3.5,0.82,23.1,APPCB_measured
2024-09-05,2024,9,5,Thursday,Post-Monsoon,81,Satisfactory,26.4,40.2,9.9,3.3,0.7,22.3,APPCB_measured
2024-09-06,2024,9,6,Friday,Post-Monsoon,115,Moderate,41.1,65.3,16.4,6.7,1.11,24.1,APPCB_measured
2024-09-07,2024,9,7,Saturday,Post-Monsoon,84,Satisfactory,27.9,40.4,9.2,3.5,0.83,21.8,APPCB_measured
2024-09-08,2024,9,8,Sunday,Post-Monsoon,81,Satisfactory,26.4,39.9,9.2,3.9,0.73,23.4,APPCB_measured
2024-09-09,2024,9,9,Monday,Post-Monsoon,56,Satisfactory,14.7,21.8,5.3,2.0,0.45,21.2,APPCB_measured
2024-09-10,2024,9,10,Tuesday,Post-Monsoon,91,Satisfactory,31.2,43.3,11.5,4.4,0.96,20.8,APPCB_measured
2024-09-11,2024,9,11,Wednesday,Post-Monsoon,98,Satisfactory,34.3,53.5,13.7,4.7,0.97,21.1,APPCB_measured
2024-09-12,2024,9,12,Thursday,Post-Monsoon,112,Moderate,39.8,55.5,16.3,6.0,1.15,19.9,APPCB_measured
2024-09-13,2024,9,13,Friday,Post-Monsoon,105,Moderate,37.2,54.5,12.7,5.6,1.18,22.3,APPCB_measured
2024-09-14,2024,9,14,Saturday,Post-Monsoon,93,Satisfactory,31.9,44.1,11.6,4.0,0.94,23.9,APPCB_measured
2024-09-15,2024,9,15,Sunday,Post-Monsoon,110,Moderate,39.0,54.0,14.0,5.7,1.09,23.5,APPCB_measured
2024-09-16,2024,9,16,Monday,Post-Monsoon,107,Moderate,37.8,57.2,13.6,5.0,0.98,21.4,APPCB_measured
2024-09-17,2024,9,17,Tuesday,Post-Monsoon,109,Moderate,38.6,59.0,14.9,4.8,1.08,20.6,APPCB_measured
2024-09-18,2024,9,18,Wednesday,Post-Monsoon,119,Moderate,43.0,67.2,14.2,6.0,1.13,23.7,APPCB_measured
